audit_id,contract_id,content_id,expected_payment,actual_payment,difference,violation_type,is_violation,audited_at
a7f72929-29a6-4380-b509-923ee2a4ea99,C0017,Show_261,62318.2806,113.17,62205.1106,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
dea94934-c81a-4cde-bfd0-1d7d3db26beb,C0018,Movie_050,21677.68,125.68,21552.0,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
8b721e21-6de7-461f-84e7-6e2937d3e2a0,C0019,Show_233,52774.677800000005,83.44,52691.2378,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
4bcd22b2-5e1f-4616-9ae4-42e569c4a3c8,C0020,Movie_337,35892.0045,29.25,35862.7545,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
aff3b1ef-6c84-42ec-8252-b2065b7290f5,C0021,Movie_451,20166.476000000002,113.46,20053.016000000003,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
ce10ad5f-3d57-4286-953d-3052a1ab3363,C0022,Show_291,27325.818199999998,53.08,27272.738199999996,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
532ef5b3-8421-442d-a61a-b5bf9d95e5f0,C0023,Movie_351,23767.8,60.39,23707.41,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
2e190327-844e-4043-863e-bcbbbd210745,C0024,Movie_468,18472.0038,36.24,18435.763799999997,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
77961880-2eae-4965-ba26-7e7e7d008650,C0025,Show_123,57953.68780000001,909.26,57044.427800000005,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
f0167284-6c0c-4675-a869-eb3ab68ce0f3,C0026,Movie_477,48703.4205,91.45,48611.9705,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
f5ca34cf-4fea-45f2-ae17-2df10fcec20f,C0027,Show_115,21449.704999999998,84.33,21365.374999999996,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
bd2d9836-c823-4bf6-b5da-9ccadc2e6d41,C0028,Show_055,55246.0944,664.03,54582.0644,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
2d54f873-c17d-4c91-8684-1cede5611996,C0029,Movie_366,24263.57,52.17,24211.4,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
5111df24-fef5-4ca1-9045-6c4282645fd1,C0030,Show_271,49003.716799999995,113.54,48890.176799999994,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
4f94eb8f-c8e7-49d5-9339-c1d810b7fb5a,C0031,Show_131,46370.596,372.96,45997.636,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3acc6fd2-2ec9-42c1-8a99-2a9581295af7,C0032,Music_141,22463.33,23.48,22439.850000000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
12ef259a-f65a-460f-b7c1-d407d5738c06,C0033,Show_298,40521.2249,251.54,40269.6849,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
1feac549-be51-4391-b04e-b1a22eb8bc9c,C0034,Movie_497,59469.6207,233.53,59236.0907,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
91491c1a-0b15-4061-9401-f923c8ff31b7,C0035,Music_125,32627.869000000002,205.65,32422.219,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
b68dc9ad-9563-40d2-a0e9-faefab1ab2a3,C0036,Movie_370,44522.2102,244.36,44277.8502,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
b58704e0-b2cb-471e-98c7-d9a20b4ef098,C0037,Show_097,40341.746,135.27,40206.476,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
488c62b8-bcb9-4f00-adef-84292be20af0,C0038,Show_221,67648.278,179.27,67469.008,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
20782938-d1d0-4ec8-85d2-3a61626b88d7,C0039,Movie_054,25946.1798,37.6,25908.579800000003,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
929152cc-4d67-4bf5-b1f3-7de00328e885,C0040,Movie_427,37479.9259,93.96,37385.9659,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
97e9a471-50ab-4ab8-b22e-e4d7311f879b,C0041,Movie_057,63014.8232,383.77,62631.0532,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3733fed8-05d9-4deb-9198-97b690f87fdc,C0042,Movie_265,39261.8388,165.17,39096.6688,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6b538aa1-f9dc-43dd-ae62-fded6f82e75b,C0043,Show_273,51103.99,62.62,51041.369999999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
ba180a2c-9255-47e4-b068-80ff4736a4af,C0044,Movie_186,20362.7204,111.91,20250.8104,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6e50455c-3728-4d34-8b91-2b01d0ea70fd,C0045,Movie_467,35523.612,147.03,35376.582,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
dfdc41d6-5d7b-4fe4-912d-028f5174ea07,C0046,Show_290,18717.1446,118.84,18598.3046,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
d128491e-89d4-474a-8860-2b19477eb801,C0047,Movie_175,35283.5104,304.42,34979.0904,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
be590bbe-4227-4e0f-8e73-1833c9aa83ad,C0048,Movie_151,26162.661999999997,79.14,26083.521999999997,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
18f25dc8-4540-4bbf-b191-3e705d644c44,C0049,Show_242,24623.9459,97.79,24526.155899999998,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
245c95b4-bf1f-4552-90a8-074b3ece60f1,C0050,Movie_114,29887.318,183.57,29703.748,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
59276006-8396-4885-8917-f8d4f7d3cf03,C0051,Movie_429,15832.106,5.88,15826.226,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
dfeb1981-eaca-419f-9061-2125ce06a80f,C0052,Music_166,42180.1609,152.17,42027.990900000004,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
e3b36979-1374-4a8b-b115-8db2779dcb94,C0053,Movie_019,47278.3808,228.54,47049.8408,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6182c156-48d9-4c38-b0e7-9aac6750d791,C0054,Movie_190,43463.83,15759.43,27704.4,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
4229622a-61f3-4b61-810f-83c8bff1aeec,C0055,Movie_415,27407.220800000003,47.43,27359.790800000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
2e18fb0c-7716-4ed4-b918-5f5013875e8a,C0056,Show_090,20764.3678,101.44,20662.9278,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6e65f21a-86de-4565-bffa-f1429562d8b7,C0057,Show_167,63129.5238,195.86,62933.6638,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
8e6ff5ff-d40c-4ef9-b0b2-8176ae4881b1,C0058,Show_264,48256.251,98.51,48157.740999999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
93371717-71a7-43dc-96f7-fbf6c8b923e1,C0059,Movie_222,34673.3331,417.24,34256.093100000006,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
f7b7e5fb-8c55-4e86-af0b-abb1a21431e5,C0060,Show_087,42417.1726,210.4,42206.7726,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
2c65ea69-d566-4ea7-952b-8901eb6806bc,C0061,Show_082,22675.4608,53.92,22621.540800000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
5778537f-8958-49b8-aeee-69487fef5386,C0062,Movie_300,34649.3685,51.5,34597.8685,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
8c29ae94-ebd6-44a1-8348-711db52b1e52,C0063,Show_139,21213.17,30.41,21182.76,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
5759dcae-8c1f-41e4-b06d-ecd1ac7673bf,C0064,Movie_387,53414.858400000005,136.32,53278.538400000005,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
4695337e-9d3f-45d5-a04c-a6b29782ee24,C0065,Movie_365,54587.943999999996,287.77,54300.174,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
d53d5359-6272-4627-9581-fe3c10ab819f,C0066,Music_080,65119.8366,181.24,64938.596600000004,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
0d5c76f4-ce8c-4294-9f98-f83d1f383c99,C0067,Movie_335,46342.719600000004,55.84,46286.87960000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
7da22ae9-dcdb-47db-929b-0c555368213b,C0068,Movie_017,52182.458399999996,350.61,51831.848399999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
1e3db50c-d192-4843-b784-ff9642b4b2a4,C0069,Movie_203,19255.9942,116.44,19139.554200000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
93ce9c8f-65e7-4380-b247-e33ea84b7fa9,C0070,Movie_002,37534.0962,121.02,37413.0762,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
bec137bb-19e0-4e76-8fe4-2fb5a7134e36,C0071,Movie_039,20143.2148,70.76,20072.454800000003,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
88cb17ef-5189-4610-bdb1-3393504c839f,C0072,Movie_291,42364.6325,4173.89,38190.7425,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
96630068-a4e1-4d5d-a855-4a0ca0759bb9,C0073,Movie_494,46627.6965,125.44,46502.256499999996,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
5e33d768-c600-43ed-a7f7-ed45bb6090f4,C0074,Movie_248,24649.9,93.15,24556.75,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
70e7a8b2-e43a-44d3-b6d9-4ec5dd9d9590,C0075,Show_007,21335.9156,111.17,21224.745600000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a61a80f9-c3de-4736-99df-fa8fd2d7fb7d,C0076,Music_097,27256.6498,38.79,27217.8598,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
be4f6dd4-53f7-45e4-9d07-4a2361170e59,C0077,Show_214,40934.466400000005,310.84,40623.62640000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
9beedb78-b789-4205-be33-2ed7af330622,C0078,Music_092,60028.1419,344.09,59684.051900000006,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
ab2699f3-084d-4c1f-9713-c498babd5794,C0079,Movie_077,51591.29489999999,62.98,51528.31489999999,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
950ba992-2914-4da1-9b13-fb713fb1e965,C0080,Music_112,41036.915199999996,89.41,40947.50519999999,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
e92aac29-62be-4ef5-8052-4b8381c1466c,C0081,Show_293,36817.980800000005,366.84,36451.14080000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
fa4f4c22-92ef-4191-8478-7a460127b323,C0082,Show_009,51200.926999999996,139.2,51061.727,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
39aab58d-09f2-4315-845b-0aae0aabe371,C0083,Movie_178,32869.8155,93.4,32776.415499999996,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3f8e479c-7e1f-414a-82e9-d24e86227e1a,C0084,Music_043,30831.296,258.34,30572.956,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6d6ebbc3-8df6-4b5a-8bcd-10228db5dabf,C0085,Movie_201,44992.128,301.07,44691.058,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
311ebeb3-babf-4e59-9e55-8b5f80fb731d,C0086,Show_266,66409.0822,485.21,65923.8722,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
71ab6ae0-009b-43b8-8047-c22345644c7d,C0087,Music_110,21828.87,1126.06,20702.809999999998,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
9fd9f6ad-0e9f-47f9-a985-148d61c3779a,C0088,Movie_294,48489.934499999996,260.28,48229.6545,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
85be2319-63f8-40a0-a902-03e3fe1f7d61,C0089,Show_039,33337.7525,131.09,33206.662500000006,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a13bf9fc-5a5f-4abb-a0a8-1027014e2e3b,C0090,Movie_025,17353.146399999998,56.35,17296.7964,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
9903277c-e6a6-4bba-a957-9ce8f81bd85c,C0091,Show_195,28322.6815,393.97,27928.711499999998,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
5d6d9213-7361-4f67-ae06-f278c52acf6b,C0092,Movie_211,28084.692199999998,101.28,27983.4122,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
0b473c38-a8ff-423a-92f7-415877ca65b7,C0093,Movie_425,16600.740400000002,16.84,16583.900400000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
e92d2fca-3677-46c4-930a-0bc6e881c14d,C0094,Show_029,17426.0178,89.31,17336.7078,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
c5667cd4-03d7-400d-b923-321ec154287e,C0095,Movie_035,58868.618,264.35,58604.268000000004,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
e370909e-eab3-4410-8827-c92d049e9267,C0096,Music_129,22296.391600000003,29.91,22266.481600000003,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3eace8a8-55bf-4d88-ba85-ade44300a167,C0097,Movie_399,26986.293400000002,314.25,26672.043400000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a9ce9db8-c131-48a0-a22d-44d414ee8976,C0098,Show_108,37244.2201,116.16,37128.060099999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
165d2601-aa9c-4454-84c6-7e1be53f0a27,C0099,Movie_299,51931.3593,10.68,51920.679299999996,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3bb03f4d-2ead-4eda-b5a3-b08da7868ce0,C0100,Music_049,35573.504199999996,95.3,35478.20419999999,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
1b2566c3-dff2-4e46-a22c-94ab70109e52,C0101,Show_169,9759.87,92.26,9667.61,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
040b212a-d5c1-43c8-b53c-da5c9455d640,C0102,Movie_283,5316.33,97.95,5218.38,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
65465c15-5bd2-4863-b926-24b76239d198,C0103,Music_140,18714.24,40.39,18673.850000000002,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
281dd302-5708-4845-b740-f5139cd43da3,C0104,Music_145,11873.2,305.86,11567.34,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
e2c4cf3e-5d1f-4036-875a-e853f65c2aad,C0105,Show_107,9192.26,147.91,9044.35,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
19089cd6-8a48-462a-8405-41f54e80898b,C0106,Music_160,5732.55,60.77,5671.78,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
1a9a3646-4d67-4553-ac01-9992a856aec2,C0107,Music_135,8518.11,19.05,8499.060000000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
c0d742d0-80c0-4942-9b04-8bba4b88c652,C0108,Show_232,20803.25,27.34,20775.91,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
f392a0d5-cf8c-4498-b43a-f0b9b6571360,C0109,Movie_288,23767.74,148.33,23619.41,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
40998433-ebc3-4d3c-951e-a797069b9597,C0110,Show_028,8929.34,212.86,8716.48,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
8c1827b8-6101-48b9-9e13-4d2851ac08be,C0111,Music_008,4392.3385,22.33,4370.0085,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
77005425-5a56-44b3-be31-383fd53d7133,C0112,Movie_230,19699.09,98.76,19600.33,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
0016d4ec-eae4-496a-957e-09bbfb35abfc,C0113,Movie_437,6978.8,76.78,6902.02,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
0c2e855e-ca0e-4db6-8a46-90d3f3d5b3eb,C0114,Movie_029,16140.86,125.91,16014.95,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
97dd53e5-f5df-456e-8260-7813f1c7035d,C0115,Movie_375,13914.59,7.44,13907.15,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
ffe63ad3-2054-4ffd-8de2-d4740dead986,C0116,Music_020,20426.98,44.35,20382.63,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a8b5d5cf-d6a5-4246-8e83-026d084382de,C0117,Movie_317,15629.27,64.0,15565.27,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
18c0d5d9-8aa2-4e11-9e3f-e82e3e3df570,C0118,Show_061,6792.65,398.34,6394.3099999999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
96e68392-8152-49b0-8bcc-fdeca03a1966,C0119,Movie_242,18379.94,122.1,18257.84,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
43830313-5267-40d3-bfee-52aa754f9bd5,C0120,Movie_150,23022.79,461.88,22560.91,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
3741fa1d-9e2b-4e95-80bd-96157dff3790,C0121,Show_017,6825.94,49.67,6776.2699999999995,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
91368ad7-0e82-489c-b7f3-151aec057e29,C0122,Movie_418,9633.42,5.69,9627.73,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
8bd1620b-2760-4efb-a086-81a51d5877b3,C0123,Show_161,20913.49,164.47,20749.02,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
573bc6a9-67c6-4d36-9315-e365e1cecaca,C0124,Movie_199,7314.7,100.06,7214.639999999999,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
373d17b1-25be-48a5-a82b-148bd6cfdd1d,C0125,Show_086,7577.61,41.11,7536.5,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
c5f86f2a-48ce-408f-93d6-9d06c01824f9,C0126,Movie_326,3085.4284,68.63,3016.7983999999997,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a69b8a39-aceb-46a1-9141-58ed05fd0722,C0127,Music_024,17032.7,77.31,16955.39,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
85421aef-02fc-4a1d-961d-3e256fd43611,C0128,Show_203,24936.37,261.07,24675.3,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a7c3fc6c-b573-41fd-8f27-06d4f1bd7fed,C0129,Music_150,8902.64,158.5,8744.14,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
87380cf2-2ccd-4192-a8da-f45d592383f3,C0130,Show_016,3549.611,207.81,3341.801,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
1fb11ca5-745e-48e4-b744-7f7b65b35370,C0131,Music_065,11518.75,244.74,11274.01,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
2679a2b7-221b-453a-9ec7-c685dc96bbfd,C0132,Music_037,7799.23,61.25,7737.98,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
ada47cb7-9d6e-4179-bc6e-b9fbf37a2508,C0133,Music_078,3897.8,53.17,3844.63,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
35505042-15ac-4375-b0d6-78483e751ed6,C0134,Movie_360,18031.53,567.68,17463.85,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
b5e7900a-0729-495d-8ea5-9f5a48bb1903,C0135,Show_095,11856.53,100.04,11756.49,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
4e75c8ee-cb4e-438e-92ff-e81686a56dbb,C0136,Show_289,23138.01,232.68,22905.329999999998,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
9e56f09b-4baa-4d68-997f-189b959e3ed1,C0137,Movie_189,12441.41,132.34,12309.07,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
72398752-f5c5-4409-a296-a01092aa4e73,C0138,Movie_067,15188.0,18.0,15170.0,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
a4cd52bf-129f-4812-8e4d-dbcb9bb82b41,C0139,Movie_356,14676.18,25.23,14650.95,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
31621717-47a5-4078-a904-ee566c61207f,C0140,Show_300,10925.37,9832.83,1092.5400000000009,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
7192acd7-25b2-403a-9917-ee0b85786164,C0141,Music_103,11343.82,63.67,11280.15,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
6bdbc433-55f4-4127-8011-2522403aadd0,C0142,Music_121,14468.51,177.39,14291.12,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
cbc52da5-f5ee-485c-a737-d73ca6b537b1,C0143,Music_143,5379.535,90.27,5289.264999999999,UNDERPAYMENT,True,2026-04-01T16:39:44.371127
fbaa3b26-7475-44c3-9918-677b512dc39d,C0144,Movie_331,8006.52,113.36,7893.160000000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
e428f7fa-54e9-4834-ae78-223eb30dbe8a,C0145,Show_228,5653.05,568.8,5084.25,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
832cb13c-cd8c-4bb7-8d53-b15472d977ee,C0146,Movie_397,7473.46,27.92,7445.54,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
afd30eeb-7a6e-4f9e-93ae-74a497d1675f,C0147,Movie_464,24376.53,92.48,24284.05,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
206c46e8-d748-4be1-8e85-f99961356091,C0148,Movie_394,7921.78,138.09,7783.69,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
bbe77c7a-d8d0-4adc-9a8c-234b1472f9a7,C0149,Movie_312,14424.82,149.75,14275.07,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
e86272f7-9c8e-4c9a-a999-1d588c74938e,C0150,Show_181,3659.57,222.23,3437.34,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
08edc52d-ab95-4ba5-be0a-66418e28ef6b,C0151,Show_245,24032.94,96.35,23936.59,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
07fc4139-2924-4ca1-995a-5297a324343c,C0152,Music_122,18151.59,71.95,18079.64,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
360cd347-d826-425a-bd24-55b8fe0ceaaf,C0153,Movie_462,9439.5,192.52,9246.98,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
dd15e8ce-c776-47b9-be24-4b8dc50c96a4,C0154,Show_023,9540.75,220.6,9320.15,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
656a8318-b86c-44bd-b555-cbc876e20c01,C0155,Show_132,9141.83,82.36,9059.47,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
946652e6-0700-4002-8198-6e03ed115d1f,C0156,Movie_491,8289.85,247.35,8042.5,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
1fe0a81f-4b6a-4435-beef-9138bedc484e,C0157,Movie_196,24782.28,69.5,24712.78,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
a97ab5a0-6e26-47d6-aebd-f36118501143,C0158,Movie_257,21457.26,36.07,21421.19,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
dfe75dee-5845-426f-b364-71df294df370,C0159,Show_194,23036.91,38.8,22998.11,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
4dab9851-e37d-407e-a217-4981da4e06f6,C0160,Show_241,2885.71,2597.14,288.57000000000016,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
d1a5808d-c8c8-4c38-b858-632246bdc1bf,C0161,Show_078,8514.81,58.51,8456.3,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
e24b69c5-4db6-4009-a160-2ac58f5b5c29,C0162,Movie_158,17209.05,119.79,17089.26,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
a8c62c25-f607-4f47-b3ac-f2969eb3b636,C0163,Show_113,18314.02,68.2,18245.82,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
381b95c2-1850-4484-b53b-4d17d1f09685,C0164,Movie_393,22632.8,166.79,22466.01,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
a561afc2-4ef6-41e9-966d-85849b83f05f,C0165,Music_170,17899.65,8.84,17890.81,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
467390ee-57c9-4e6c-bf38-acd98630d26f,C0166,Show_189,23399.69,25.46,23374.23,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
15eb3f61-55de-4f5b-a2d6-ef715ad2b83b,C0167,Movie_362,20286.21,195.45,20090.76,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
1c71d835-c1dd-44e9-9139-a36edf8473ac,C0168,Music_017,16116.3,141.29,15975.009999999998,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
2517f262-d073-4d58-a797-04eaf6871eb6,C0169,Movie_402,6679.1,143.99,6535.110000000001,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
f85dcd7d-bbf0-4c3e-a31a-1102d6651fc6,C0170,Movie_093,19142.24,332.45,18809.79,UNDERPAYMENT,True,2026-04-01T16:39:44.371684
