violation_id,audit_id,contract_id,content_id,violation_type,description,severity,detected_at,reviewed_at
3c7901ad-ded8-432a-a1fb-4fb5c0e92d9d,LATEST_AUDIT,C0002,Show_008,TERRITORY_VIOLATION,"Illegal distribution in US (3399 plays detected). Authorized: CA, DE, BR",high,2026-04-01T16:39:44.438761,
7d6efab3-ec9f-46cf-932c-6184b3aed505,LATEST_AUDIT,C0003,Music_096,EXPIRED_LICENSE,Content streamed 180 days after contract expiry (2025-06-26),critical,2026-04-01T16:39:44.438761,
ab1b796d-8208-4ae3-953a-17e846739404,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in AU (7951 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
27107355-43f7-4e87-9b2e-d855aadfb551,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in BR (4803 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
96fe5097-4274-4ad3-91a1-fa83198ddf38,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in CA (7396 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
8fd0c5a6-996f-4add-8e03-0d30a2f13a22,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in JP (8079 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
66fe4e84-a90f-4a27-be53-c86e9430bca0,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in UK (10697 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
36276b8b-367a-4695-a180-f76401303b78,LATEST_AUDIT,C0003,Music_096,TERRITORY_VIOLATION,"Illegal distribution in US (4751 plays detected). Authorized: IN, DE, FR",high,2026-04-01T16:39:44.438761,
b55ad25a-bcf7-41e8-b614-0c1fcb256892,LATEST_AUDIT,C0004,Music_123,EXPIRED_LICENSE,Content streamed 176 days after contract expiry (2026-06-14),critical,2026-04-01T16:39:44.438761,
7c35e764-5f28-4749-875b-204055870bcc,LATEST_AUDIT,C0004,Music_123,TERRITORY_VIOLATION,"Illegal distribution in BR (3189 plays detected). Authorized: IN, CA, US, DE, AU",high,2026-04-01T16:39:44.438761,
fb6bb018-76e0-4a33-93ab-708ad6c838c9,LATEST_AUDIT,C0004,Music_123,TERRITORY_VIOLATION,"Illegal distribution in JP (3663 plays detected). Authorized: IN, CA, US, DE, AU",high,2026-04-01T16:39:44.438761,
8e21ee8b-238f-4805-9a49-75f6985db05e,LATEST_AUDIT,C0004,Music_123,TERRITORY_VIOLATION,"Illegal distribution in UK (5509 plays detected). Authorized: IN, CA, US, DE, AU",high,2026-04-01T16:39:44.438761,
029f53e8-d190-4548-b02b-07416d8f7bf5,LATEST_AUDIT,C0005,Movie_034,EXPIRED_LICENSE,Content streamed 151 days after contract expiry (2025-09-16),critical,2026-04-01T16:39:44.438761,
34bb21f9-5893-44ac-afc0-674fb62bfd56,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in AU (3994 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
46dcfc95-5312-4ada-851d-9b66c4fbb280,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in BR (6050 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
64d044f8-f754-4572-9232-7f283c77ff2f,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in CA (4556 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
62cf1cfd-558f-438c-a569-29d996c4d7df,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in FR (7601 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
34eb0746-a9b0-4427-ab11-bd37acd18bee,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in IN (2991 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
e2a81bd2-d151-4fb0-8a85-18b6daac9d45,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in JP (4196 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
8b8a5f3c-4d91-4e7c-a545-2c0b635515e9,LATEST_AUDIT,C0005,Movie_034,TERRITORY_VIOLATION,"Illegal distribution in UK (4855 plays detected). Authorized: US, DE",high,2026-04-01T16:39:44.438761,
31ab6d20-3fd9-4a92-a429-fd8275c81466,LATEST_AUDIT,C0006,Movie_484,EXPIRED_LICENSE,Content streamed 166 days after contract expiry (2025-09-28),critical,2026-04-01T16:39:44.438761,
ffe5ec4e-5101-4a9f-ab07-e2b429a566e4,LATEST_AUDIT,C0006,Movie_484,TERRITORY_VIOLATION,"Illegal distribution in DE (13473 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.438761,
e5d38b93-7960-4b22-ba70-2213f86cb462,LATEST_AUDIT,C0006,Movie_484,TERRITORY_VIOLATION,"Illegal distribution in FR (10731 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.438761,
5417355c-50e7-41ed-8c40-e457748419c7,LATEST_AUDIT,C0006,Movie_484,TERRITORY_VIOLATION,"Illegal distribution in JP (4301 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.438761,
439dd702-9149-49e4-a04a-73e01142a5e6,LATEST_AUDIT,C0006,Movie_484,TERRITORY_VIOLATION,"Illegal distribution in US (4753 plays detected). Authorized: IN, BR, CA, UK, AU",high,2026-04-01T16:39:44.438761,
466d211e-2bde-407d-a0c8-7a429a05f4c0,LATEST_AUDIT,C0007,Movie_086,EXPIRED_LICENSE,Content streamed 171 days after contract expiry (2025-06-04),critical,2026-04-01T16:39:44.438761,
273b5711-ca31-4a5a-83cc-7da99119996e,LATEST_AUDIT,C0007,Movie_086,TERRITORY_VIOLATION,"Illegal distribution in CA (4238 plays detected). Authorized: BR, FR, US, DE, AU",high,2026-04-01T16:39:44.438761,
e426e1bc-0549-43f9-b296-e3eda3f55a00,LATEST_AUDIT,C0007,Movie_086,TERRITORY_VIOLATION,"Illegal distribution in IN (3991 plays detected). Authorized: BR, FR, US, DE, AU",high,2026-04-01T16:39:44.438761,
71c72232-fed2-4e0a-9a70-dc1400a1759d,LATEST_AUDIT,C0007,Movie_086,TERRITORY_VIOLATION,"Illegal distribution in JP (13081 plays detected). Authorized: BR, FR, US, DE, AU",high,2026-04-01T16:39:44.438761,
3ccde75a-b161-4a89-a411-f32ff7c754be,LATEST_AUDIT,C0007,Movie_086,TERRITORY_VIOLATION,"Illegal distribution in UK (4740 plays detected). Authorized: BR, FR, US, DE, AU",high,2026-04-01T16:39:44.438761,
e93ec6d1-944b-4de4-a603-81a81fc976e5,LATEST_AUDIT,C0008,Show_251,EXPIRED_LICENSE,Content streamed 136 days after contract expiry (2025-03-24),critical,2026-04-01T16:39:44.438761,
1242403f-ce70-41b3-9f5d-e7d3cf0ed215,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in BR (4646 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
c760fb7c-8288-4bd5-9dfa-36199fb6eca6,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in CA (4191 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
bd9b0a85-b2f3-4f20-bb98-d8d1667fca74,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in DE (5379 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
860ea5ee-423c-4cfb-aeb8-7aded60f0de5,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in JP (10247 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
23fcb7c9-c12e-4fd3-b46e-28b6925f1771,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in UK (7564 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
894f4e7c-3921-4834-b4f1-0e9524000dd7,LATEST_AUDIT,C0008,Show_251,TERRITORY_VIOLATION,"Illegal distribution in US (7047 plays detected). Authorized: AU, FR",high,2026-04-01T16:39:44.438761,
930a3be2-8ba4-4388-975c-d7874d8176a7,LATEST_AUDIT,C0009,Movie_355,EXPIRED_LICENSE,Content streamed 174 days after contract expiry (2025-11-08),critical,2026-04-01T16:39:44.438761,
e26dffa5-84f2-47a5-bbae-3177b099eeb1,LATEST_AUDIT,C0009,Movie_355,TERRITORY_VIOLATION,"Illegal distribution in AU (3533 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.438761,
20f625cd-187b-4211-8bf2-bdc20e27d810,LATEST_AUDIT,C0009,Movie_355,TERRITORY_VIOLATION,"Illegal distribution in CA (1266 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.438761,
43d9f397-a6b4-442e-a1e0-6d13f2aee4e8,LATEST_AUDIT,C0009,Movie_355,TERRITORY_VIOLATION,"Illegal distribution in FR (9256 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.438761,
c7199fbf-2b54-4a48-9374-3ab0bb9a7daf,LATEST_AUDIT,C0009,Movie_355,TERRITORY_VIOLATION,"Illegal distribution in JP (4353 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.438761,
d586e07b-e73a-48a1-8b29-c168ccd32387,LATEST_AUDIT,C0009,Movie_355,TERRITORY_VIOLATION,"Illegal distribution in US (1676 plays detected). Authorized: IN, DE",high,2026-04-01T16:39:44.438761,
821e67c0-110b-458a-a507-9a5bd6a79d5a,LATEST_AUDIT,C0010,Show_024,EXPIRED_LICENSE,Content streamed 158 days after contract expiry (2025-06-03),critical,2026-04-01T16:39:44.438761,
293d71a1-44b9-4cd5-8d98-eaf42aef0b1d,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in BR (3558 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
9c2c21f5-f7bf-4f29-a464-52b7c8d281f2,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in CA (8177 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
7a71f5d1-2246-4695-bcf1-9d6eb890ee3c,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in FR (3811 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
14effa60-be9b-4500-a0c6-1aa730882cd7,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in IN (744 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
b05edf71-3ec6-45ef-8402-55f7fe86dd13,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in JP (4624 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
92963a3b-9add-4cbc-b118-b006cf72eefb,LATEST_AUDIT,C0010,Show_024,TERRITORY_VIOLATION,"Illegal distribution in US (2405 plays detected). Authorized: AU, UK, DE",high,2026-04-01T16:39:44.438761,
3e346915-d5f4-43e0-bcd4-8418dcb950ca,LATEST_AUDIT,C0011,Movie_185,EXPIRED_LICENSE,Content streamed 145 days after contract expiry (2026-02-12),critical,2026-04-01T16:39:44.438761,
37ebce47-02b9-450b-9eed-12c1231e086a,LATEST_AUDIT,C0011,Movie_185,TERRITORY_VIOLATION,"Illegal distribution in BR (4286 plays detected). Authorized: AU, UK",high,2026-04-01T16:39:44.438761,
1b9f21e0-1cca-40e6-b69d-f8f5ae03cf5a,LATEST_AUDIT,C0011,Movie_185,TERRITORY_VIOLATION,"Illegal distribution in CA (1890 plays detected). Authorized: AU, UK",high,2026-04-01T16:39:44.438761,
9798a1cd-d95f-43ce-be0d-2cba8361e783,LATEST_AUDIT,C0011,Movie_185,TERRITORY_VIOLATION,"Illegal distribution in DE (7810 plays detected). Authorized: AU, UK",high,2026-04-01T16:39:44.438761,
842dd783-55b2-4fe2-9b41-267856330bd4,LATEST_AUDIT,C0011,Movie_185,TERRITORY_VIOLATION,"Illegal distribution in FR (11211 plays detected). Authorized: AU, UK",high,2026-04-01T16:39:44.438761,
26041333-536e-4c7b-a5e6-ad2e293d5ca5,LATEST_AUDIT,C0011,Movie_185,TERRITORY_VIOLATION,"Illegal distribution in IN (3466 plays detected). Authorized: AU, UK",high,2026-04-01T16:39:44.438761,
08bcca08-6f6c-4e7d-9a22-e65c5411c55f,LATEST_AUDIT,C0012,Music_010,EXPIRED_LICENSE,Content streamed 156 days after contract expiry (2026-01-30),critical,2026-04-01T16:39:44.438761,
0383fa01-99dd-4d1e-a0b4-a7c9745d7d7e,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in BR (447 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
bfcfe2c2-00f8-4220-8ffc-02115bca04ec,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in CA (737 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
a7216279-e8a3-4151-83b1-8c63870d49e6,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in DE (6261 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
d4278462-f093-4548-b937-ec6ad116321e,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in FR (7389 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
fc80d17f-4944-45e9-b8be-0a3819d80ff9,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in JP (18273 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
6ed78ea4-93bc-41f6-a930-92fd00045b44,LATEST_AUDIT,C0012,Music_010,TERRITORY_VIOLATION,"Illegal distribution in US (10633 plays detected). Authorized: AU, UK, IN",high,2026-04-01T16:39:44.438761,
d04d66fa-6bca-44f2-95d1-d6e1bdef36b4,LATEST_AUDIT,C0013,Movie_419,EXPIRED_LICENSE,Content streamed 180 days after contract expiry (2026-04-20),critical,2026-04-01T16:39:44.438761,
14c29c1d-1223-4ec8-9404-2cc71f1e938a,LATEST_AUDIT,C0013,Movie_419,TERRITORY_VIOLATION,"Illegal distribution in AU (8166 plays detected). Authorized: BR, US, DE, UK, JP",high,2026-04-01T16:39:44.438761,
8ec78029-e684-49c9-ad79-4f7455e49858,LATEST_AUDIT,C0013,Movie_419,TERRITORY_VIOLATION,"Illegal distribution in CA (5531 plays detected). Authorized: BR, US, DE, UK, JP",high,2026-04-01T16:39:44.438761,
5315d3cd-676d-43fb-a556-bf73572136c5,LATEST_AUDIT,C0013,Movie_419,TERRITORY_VIOLATION,"Illegal distribution in FR (8282 plays detected). Authorized: BR, US, DE, UK, JP",high,2026-04-01T16:39:44.438761,
8df32cfc-b238-4a63-af78-ddd8f0099ada,LATEST_AUDIT,C0013,Movie_419,TERRITORY_VIOLATION,"Illegal distribution in IN (20248 plays detected). Authorized: BR, US, DE, UK, JP",high,2026-04-01T16:39:44.438761,
682ba5dd-e62e-4085-8c47-31407b9b1963,LATEST_AUDIT,C0014,Show_116,EXPIRED_LICENSE,Content streamed 137 days after contract expiry (2026-01-31),critical,2026-04-01T16:39:44.438761,
faa03842-97f7-4ce8-9aea-7b50cbf99787,LATEST_AUDIT,C0014,Show_116,TERRITORY_VIOLATION,"Illegal distribution in AU (3432 plays detected). Authorized: IN, BR, FR, DE, JP",high,2026-04-01T16:39:44.438761,
1eb2f596-ee20-44de-9a98-318816231703,LATEST_AUDIT,C0014,Show_116,TERRITORY_VIOLATION,"Illegal distribution in CA (8396 plays detected). Authorized: IN, BR, FR, DE, JP",high,2026-04-01T16:39:44.438761,
9238e710-242f-4d73-9b93-4ad3fbff66a2,LATEST_AUDIT,C0014,Show_116,TERRITORY_VIOLATION,"Illegal distribution in UK (2611 plays detected). Authorized: IN, BR, FR, DE, JP",high,2026-04-01T16:39:44.438761,
0ead21ae-958e-4403-98eb-5ba29db93988,LATEST_AUDIT,C0014,Show_116,TERRITORY_VIOLATION,"Illegal distribution in US (1989 plays detected). Authorized: IN, BR, FR, DE, JP",high,2026-04-01T16:39:44.438761,
c26feb54-c025-44de-8133-10eea794e66e,LATEST_AUDIT,C0015,Show_183,EXPIRED_LICENSE,Content streamed 172 days after contract expiry (2027-02-13),critical,2026-04-01T16:39:44.438761,
d7dbb240-2049-46ea-b79b-af26c00b13c3,LATEST_AUDIT,C0015,Show_183,TERRITORY_VIOLATION,"Illegal distribution in AU (11546 plays detected). Authorized: UK, US, BR",high,2026-04-01T16:39:44.438761,
b116c87c-272a-4386-8713-3e66dad993b2,LATEST_AUDIT,C0015,Show_183,TERRITORY_VIOLATION,"Illegal distribution in CA (1743 plays detected). Authorized: UK, US, BR",high,2026-04-01T16:39:44.438761,
4117f7d4-634f-4ff5-b6a3-596ade3f7d91,LATEST_AUDIT,C0015,Show_183,TERRITORY_VIOLATION,"Illegal distribution in FR (6234 plays detected). Authorized: UK, US, BR",high,2026-04-01T16:39:44.438761,
d3d45aed-1f3a-4fb7-bd9d-c73608d8279f,LATEST_AUDIT,C0015,Show_183,TERRITORY_VIOLATION,"Illegal distribution in IN (7133 plays detected). Authorized: UK, US, BR",high,2026-04-01T16:39:44.438761,
d4c41da8-9025-4c4c-bd14-390f6c67368f,LATEST_AUDIT,C0015,Show_183,TERRITORY_VIOLATION,"Illegal distribution in JP (6530 plays detected). Authorized: UK, US, BR",high,2026-04-01T16:39:44.438761,
8491a2b1-cb47-4dc9-8d9d-2b11982258f7,LATEST_AUDIT,C0016,Show_002,EXPIRED_LICENSE,Content streamed 160 days after contract expiry (2025-06-01),critical,2026-04-01T16:39:44.438761,
943875a7-5cf0-48ff-aea7-ed03c87d3661,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in AU (2912 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
5d051d84-532c-4479-b8dc-6a36bb9bf55f,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in CA (4543 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
7d0149c0-b60b-4e65-8387-2c83635cb90f,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in DE (3296 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
85a05b58-445d-47a0-9f48-2982c27fcbb5,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in FR (4633 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
2d1e7f00-8265-4c2d-9ac0-6ff05b0a662a,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in IN (376 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
a96403b3-130c-46aa-a99d-b050f7e1d304,LATEST_AUDIT,C0016,Show_002,TERRITORY_VIOLATION,"Illegal distribution in US (3283 plays detected). Authorized: UK, JP",high,2026-04-01T16:39:44.438761,
f1203515-95f1-4fbc-a84d-97f42300e823,LATEST_AUDIT,C0017,Show_261,EXPIRED_LICENSE,Content streamed 170 days after contract expiry (2027-07-17),critical,2026-04-01T16:39:44.438761,
d982ca11-3dce-49b5-b3fa-42c2396f46cc,LATEST_AUDIT,C0017,Show_261,TERRITORY_VIOLATION,"Illegal distribution in AU (6914 plays detected). Authorized: IN, FR, CA, UK, JP",high,2026-04-01T16:39:44.438761,
741ac416-5a9e-4a67-bc07-d108bcc4d24c,LATEST_AUDIT,C0017,Show_261,TERRITORY_VIOLATION,"Illegal distribution in BR (5787 plays detected). Authorized: IN, FR, CA, UK, JP",high,2026-04-01T16:39:44.438761,
64a5c23e-5f49-49ca-96d0-c1a8ee6eaadf,LATEST_AUDIT,C0017,Show_261,TERRITORY_VIOLATION,"Illegal distribution in DE (7236 plays detected). Authorized: IN, FR, CA, UK, JP",high,2026-04-01T16:39:44.438761,
6ea63379-a7f1-4a49-99c9-ec9a08a17d30,LATEST_AUDIT,C0017,Show_261,TERRITORY_VIOLATION,"Illegal distribution in US (20150 plays detected). Authorized: IN, FR, CA, UK, JP",high,2026-04-01T16:39:44.438761,
68487f07-0725-4632-8606-47e16a490a92,LATEST_AUDIT,C0018,Movie_050,EXPIRED_LICENSE,Content streamed 148 days after contract expiry (2025-11-18),critical,2026-04-01T16:39:44.438761,
982aefaf-e6fc-4969-877a-ff26832ef1cf,LATEST_AUDIT,C0018,Movie_050,TERRITORY_VIOLATION,"Illegal distribution in CA (7842 plays detected). Authorized: BR, US, DE, AU, JP",high,2026-04-01T16:39:44.438761,
180b91e5-50c6-4767-baa6-7e24c0580b05,LATEST_AUDIT,C0018,Movie_050,TERRITORY_VIOLATION,"Illegal distribution in FR (8359 plays detected). Authorized: BR, US, DE, AU, JP",high,2026-04-01T16:39:44.438761,
432fbbf2-9699-46eb-a6db-5dfaa359a12d,LATEST_AUDIT,C0018,Movie_050,TERRITORY_VIOLATION,"Illegal distribution in IN (16930 plays detected). Authorized: BR, US, DE, AU, JP",high,2026-04-01T16:39:44.438761,
4f6d9472-828b-4033-85f5-1a6a3ac20b78,LATEST_AUDIT,C0018,Movie_050,TERRITORY_VIOLATION,"Illegal distribution in UK (3859 plays detected). Authorized: BR, US, DE, AU, JP",high,2026-04-01T16:39:44.438761,
200969f2-e69f-42f1-b6ee-fca1e1439942,LATEST_AUDIT,C0019,Show_233,EXPIRED_LICENSE,Content streamed 153 days after contract expiry (2027-07-27),critical,2026-04-01T16:39:44.438761,
927c158b-9dcb-4de6-bccc-e7712d45b724,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in AU (6260 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
17855982-8e4b-4831-b8ca-6d077dc970cf,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in DE (4526 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
387b8ae0-46ba-4847-8077-7b9e0e5615fb,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in FR (5027 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
7bc81e3b-e5e7-4c5a-8b7d-489b1185607a,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in IN (19341 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
a7dca7bc-d716-4d76-8b72-53d1485cea85,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in JP (17586 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
096cb6dd-18af-4014-adfa-e381a6f9f2fd,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in UK (7346 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
fe0c1cef-c313-43ea-b4de-1321d655af15,LATEST_AUDIT,C0019,Show_233,TERRITORY_VIOLATION,"Illegal distribution in US (4939 plays detected). Authorized: CA, BR",high,2026-04-01T16:39:44.438761,
cc71b397-8f3e-4bcc-a86d-1ea733d10779,LATEST_AUDIT,C0020,Movie_337,EXPIRED_LICENSE,Content streamed 176 days after contract expiry (2025-09-17),critical,2026-04-01T16:39:44.438761,
b2cd20de-166b-4852-8776-865a5d6e7a2a,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in AU (2249 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
635188b7-aaf4-4427-babd-84b747b43f68,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in BR (10381 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
f0104891-c063-4f1b-9246-9f787eb164c1,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in DE (7568 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
dd7f1b71-1520-47cb-b06b-bba23e5ab79c,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in FR (6107 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
e5352618-8f15-4f51-b446-e3cfa9823b92,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in IN (5840 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
b9f6e225-8230-41fe-a96e-cc33d5e5f952,LATEST_AUDIT,C0020,Movie_337,TERRITORY_VIOLATION,"Illegal distribution in UK (4323 plays detected). Authorized: US, JP",high,2026-04-01T16:39:44.438761,
74f60c31-f110-4e7c-b318-7912c823bc0a,LATEST_AUDIT,C0021,Movie_451,EXPIRED_LICENSE,Content streamed 142 days after contract expiry (2026-09-06),critical,2026-04-01T16:39:44.438761,
65ac1808-1c13-416d-9e00-3800ad1d03fb,LATEST_AUDIT,C0021,Movie_451,TERRITORY_VIOLATION,"Illegal distribution in AU (3161 plays detected). Authorized: UK, FR, US",high,2026-04-01T16:39:44.438761,
